id,wave,date,fav_trump,fav_biden,indictment,charge_serious,should_be_charged,politically_motivated,suspend_campaign,doj_hunter_nonpartisan,impeach_biden_hunter,PID,age,age4,educ5,edu4,gender,ethnicity,householdsize,inc7,marit5,metropolitan,region4,rent,state,work10,work3,parent,language,religion,race
257000478,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Don't know,NA,A Democrat,28,18-29,Bachelor's degree,Bachelors degree or higher,Female,"2+ Races, Non-Hispanic",2,"$25,000 to $49,999",Never married,Non-Metro,South,Owned or being bought by you or someone in your household,Oklahoma,Employed part-time (by someone else),Not working,not parents of children 0-17 YO,English,No religion,NA
257000479,3,Aug 15-16,No opinion,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not too serious,Don't know,Don't know,Don't know,Don't know,NA,Something else,36,30-49,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Non-Metro,South,Rented for cash,Alabama,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000480,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should not,Not confident at all,NA,Something else,63,50-64,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Rented for cash,Texas,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000481,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Not so confident,NA,A Democrat,71,65+,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,not parents of children 0-17 YO,English,No religion,NA
257000482,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Should not,Yes,Should not,Not confident at all,NA,A Republican,89,65+,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",3,"$150,000 or more",Widowed,Metro,South,Owned or being bought by you or someone in your household,Georgia,Employed part-time (by someone else),Not working,not parents of children 0-17 YO,English,Skipped,NA
257000483,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should not,Not confident at all,NA,A Republican,57,50-64,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Self-employed,Working full-time,not parents of children 0-17 YO,English,Catholic,NA
257000484,3,Aug 15-16,Unfavorable,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Don't know,Should,Somewhat confident,NA,A Republican,63,50-64,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,4,"$50,000 to $74,999",Now Married,Metro,South,Rented for cash,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Spanish,No religion,NA
257000485,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not serious at all,Should not,Yes,Should not,Not confident at all,NA,A Republican,28,18-29,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Louisiana,Employed part-time (by someone else),Not working,parents of children 0-17 YO,English,Catholic,NA
257000486,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Not too serious,Should not,Yes,Should not,Not so confident,NA,Something else,66,65+,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Metro,NorthEast,Rented for cash,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000487,3,Aug 15-16,No opinion,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Yes,Should,Not so confident,NA,An Independent,32,30-49,No high school diploma or GED,Less than high school,Male,Hispanic,1,"Less than $10,000",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Other,Working full-time,not parents of children 0-17 YO,Spanish,Catholic,NA
257000488,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Not confident at all,NA,A Democrat,50,50-64,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Arizona,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Catholic,NA
257000489,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,No,Should,Very confident,NA,An Independent,21,18-29,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",3,"$150,000 or more",Never married,Metro,South,Rented for cash,Texas,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
257000490,3,Aug 15-16,Unfavorable,No opinion,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Should,Yes,Should,Not confident at all,NA,A Democrat,20,18-29,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,4,"$75,000 to $99,999",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,Catholic,NA
257000491,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should not,Yes,Should not,Not confident at all,NA,A Republican,78,65+,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000492,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should not,Don't know,Should not,Not confident at all,NA,An Independent,62,50-64,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Divorced,Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Currently laid off,Not working,parents of children 0-17 YO,English,Catholic,NA
257000493,3,Aug 15-16,No opinion,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Somewhat serious,Should,Don't know,Should,Not confident at all,NA,Something else,33,30-49,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,2,"$75,000 to $99,999",Divorced,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Spanish,Catholic,NA
257000494,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Don't know,Should not,Yes,Should not,Not confident at all,NA,A Republican,55,50-64,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",2,"$10,000 to $24,999",Never married,Metro,West,Rented for cash,California,Other,Not working,parents of children 0-17 YO,English,Other Christian religion,NA
257000495,3,Aug 15-16,Favorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Don't know,Don't know,Don't know,Should not,Don't know,NA,An Independent,18,18-29,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",Six or more,"$10,000 to $24,999",Never married,Metro,South,Owned or being bought by you or someone in your household,Louisiana,Other,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
257000496,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Don't know,Yes,Should,Somewhat confident,NA,Something else,28,18-29,No high school diploma or GED,Less than high school,Female,Hispanic,2,"Less than $10,000",Never married,Metro,South,Rented for cash,Florida,Homemaker,Not working,not parents of children 0-17 YO,English,Catholic,NA
257000497,3,Aug 15-16,Unfavorable,Unfavorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Yes,Should,Not so confident,NA,Something else,32,30-49,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Never married,Metro,MidWest,Rented for cash,Ohio,Currently laid off,Working part-time,not parents of children 0-17 YO,English,No religion,NA
257000498,3,Aug 15-16,Unfavorable,Favorable,Donald Trump has been indicted by a grand jury in Georgia on charges related to efforts to overturn the 2020 election results in that state.,Very serious,Should,Yes,Should,Somewhat confident,NA,A Democrat,60,50-64,Master's degree or above,Bachelors degree or higher,Female,"Other, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Retired,Working part-time,not parents of children 0-17 YO,English,No religion,NA
