"","ccode1","country_name","year","init","init_autoc","init_democ","democracynosuff","suffrage","autocracy","polity","wcivillibs","nuclear"
"1",2,"United States",1900,2,2,0,1,0,0,10,0.577,0
"2",2,"United States",1901,0,0,0,1,0,0,10,0.577,0
"3",2,"United States",1902,0,0,0,1,0,0,10,0.577,0
"4",2,"United States",1903,2,2,0,1,0,0,10,0.577,0
"5",2,"United States",1904,1,1,0,1,0,0,10,0.577,0
"6",2,"United States",1905,2,2,0,1,0,0,10,0.577,0
"7",2,"United States",1906,0,0,0,1,0,0,10,0.577,0
"8",2,"United States",1907,0,0,0,1,0,0,10,0.577,0
"9",2,"United States",1908,0,0,0,1,0,0,10,0.577,0
"10",2,"United States",1909,1,1,0,1,0,0,10,0.577,0
"11",2,"United States",1910,1,1,0,1,0,0,10,0.577,0
"12",2,"United States",1911,3,2,0,1,0,0,10,0.577,0
"13",2,"United States",1912,0,0,0,1,0,0,10,0.577,0
"14",2,"United States",1913,0,0,0,1,0,0,10,0.577,0
"15",2,"United States",1914,2,1,0,1,0,0,10,0.577,0
"16",2,"United States",1915,1,0,0,1,0,0,10,0.577,0
"17",2,"United States",1916,1,0,0,1,0,0,10,0.577,0
"18",2,"United States",1917,1,0,1,1,0,0,10,0.547,0
"19",2,"United States",1918,0,0,0,1,0,0,10,0.547,0
"20",2,"United States",1919,1,1,0,1,0,0,10,0.547,0
"21",2,"United States",1920,0,0,0,0,1,0,10,0.608,0
"22",2,"United States",1921,2,2,0,0,1,0,10,0.608,0
"23",2,"United States",1922,0,0,0,0,1,0,10,0.608,0
"24",2,"United States",1923,0,0,0,0,1,0,10,0.608,0
"25",2,"United States",1924,0,0,0,0,1,0,10,0.608,0
"26",2,"United States",1925,0,0,0,0,1,0,10,0.608,0
"27",2,"United States",1926,1,0,0,0,1,0,10,0.608,0
"28",2,"United States",1927,0,0,0,0,1,0,10,0.608,0
"29",2,"United States",1928,0,0,0,0,1,0,10,0.608,0
"30",2,"United States",1929,0,0,0,0,1,0,10,0.608,0
"31",2,"United States",1930,0,0,0,0,1,0,10,0.608,0
"32",2,"United States",1931,0,0,0,0,1,0,10,0.608,0
"33",2,"United States",1932,1,1,0,0,1,0,10,0.608,0
"34",2,"United States",1933,1,1,0,0,1,0,10,0.608,0
"35",2,"United States",1934,0,0,0,0,1,0,10,0.608,0
"36",2,"United States",1935,0,0,0,0,1,0,10,0.574,0
"37",2,"United States",1936,0,0,0,0,1,0,10,0.642,0
"38",2,"United States",1937,0,0,0,0,1,0,10,0.642,0
"39",2,"United States",1938,0,0,0,0,1,0,10,0.642,0
"40",2,"United States",1939,0,0,0,0,1,0,10,0.642,0
"41",2,"United States",1940,1,1,0,0,1,0,10,0.623,0
"42",2,"United States",1941,0,0,0,0,1,0,10,0.658,0
"43",2,"United States",1942,0,0,0,0,1,0,10,0.584,0
"44",2,"United States",1943,0,0,0,0,1,0,10,0.584,0
"45",2,"United States",1944,0,0,0,0,1,0,10,0.584,0
"46",2,"United States",1945,0,0,0,0,1,0,10,0.584,1
"47",2,"United States",1946,1,1,0,0,1,0,10,0.622,1
"48",2,"United States",1947,0,0,0,0,1,0,10,0.611,1
"49",2,"United States",1948,0,0,0,0,1,0,10,0.611,1
"50",2,"United States",1949,0,0,0,0,1,0,10,0.611,1
"51",2,"United States",1950,0,0,0,0,1,0,10,0.623,1
"52",2,"United States",1951,0,0,0,0,1,0,10,0.623,1
"53",2,"United States",1952,0,0,0,0,1,0,10,0.623,1
"54",2,"United States",1953,2,1,0,0,1,0,10,0.623,1
"55",2,"United States",1954,3,1,1,0,1,0,10,0.623,1
"56",2,"United States",1955,0,0,0,0,1,0,10,0.623,1
"57",2,"United States",1956,0,0,0,0,1,0,10,0.623,1
"58",2,"United States",1957,2,2,0,0,1,0,10,0.669,1
"59",2,"United States",1958,3,3,0,0,1,0,10,0.669,1
"60",2,"United States",1959,0,0,0,0,1,0,10,0.669,1
"61",2,"United States",1960,3,1,1,0,1,0,10,0.669,1
"62",2,"United States",1961,5,3,0,0,1,0,10,0.669,1
"63",2,"United States",1962,2,1,0,0,1,0,10,0.669,1
"64",2,"United States",1963,0,0,0,0,1,0,10,0.669,1
"65",2,"United States",1964,4,4,0,0,1,0,10,0.701,1
"66",2,"United States",1965,0,0,0,0,1,0,10,0.76,1
"67",2,"United States",1966,0,0,0,0,1,0,10,0.727,1
"68",2,"United States",1967,1,1,0,0,1,0,8,0.727,1
"69",2,"United States",1968,2,2,0,0,1,0,8,0.746,1
"70",2,"United States",1969,1,1,0,0,1,0,8,0.844,1
"71",2,"United States",1970,1,0,0,0,1,0,8,0.845,1
"72",2,"United States",1971,1,1,0,0,1,0,8,0.844,1
"73",2,"United States",1972,2,1,0,0,1,0,8,0.844,1
"74",2,"United States",1973,1,0,0,0,1,0,8,0.844,1
"75",2,"United States",1974,0,0,0,0,1,0,10,0.844,1
"76",2,"United States",1975,0,0,0,0,1,0,10,0.872,1
"77",2,"United States",1976,1,1,0,0,1,0,10,0.909,1
"78",2,"United States",1977,1,0,0,0,1,0,10,0.909,1
"79",2,"United States",1978,0,0,0,0,1,0,10,0.909,1
"80",2,"United States",1979,1,1,0,0,1,0,10,0.939,1
"81",2,"United States",1980,1,0,0,0,1,0,10,0.939,1
"82",2,"United States",1981,3,2,0,0,1,0,10,0.939,1
"83",2,"United States",1982,3,3,0,0,1,0,10,0.939,1
"84",2,"United States",1983,4,3,0,0,1,0,10,0.939,1
"85",2,"United States",1984,1,1,0,0,1,0,10,0.939,1
"86",2,"United States",1985,1,0,0,0,1,0,10,0.939,1
"87",2,"United States",1986,0,0,0,0,1,0,10,0.948,1
"88",2,"United States",1987,3,3,0,0,1,0,10,0.948,1
"89",2,"United States",1988,1,1,0,0,1,0,10,0.948,1
"90",2,"United States",1989,0,0,0,0,1,0,10,0.948,1
"91",2,"United States",1990,1,1,0,0,1,0,10,0.948,1
"92",2,"United States",1991,1,0,1,0,1,0,10,0.948,1
"93",2,"United States",1992,2,1,0,0,1,0,10,0.948,1
"94",2,"United States",1993,2,2,0,0,1,0,10,0.948,1
"95",2,"United States",1994,1,1,0,0,1,0,10,0.954,1
"96",2,"United States",1995,0,0,0,0,1,0,10,0.954,1
"97",2,"United States",1996,1,1,0,0,1,0,10,0.954,1
"98",2,"United States",1997,3,3,0,0,1,0,10,0.954,1
"99",2,"United States",1998,3,3,0,0,1,0,10,0.954,1
"100",2,"United States",1999,0,0,0,0,1,0,10,0.954,1
"101",2,"United States",2000,2,0,2,0,1,0,10,0.954,1
"102",2,"United States",2001,1,0,0,0,1,0,10,0.954,1
"103",2,"United States",2002,2,2,0,0,1,0,10,0.954,1
"104",2,"United States",2003,4,2,2,0,1,0,10,0.954,1
"105",2,"United States",2004,3,3,0,0,1,0,10,0.954,1
"106",2,"United States",2005,1,1,0,0,1,0,10,0.954,1
"107",2,"United States",2006,0,0,0,0,1,0,10,0.954,1
"108",2,"United States",2007,1,1,0,0,1,0,10,0.954,1
"109",20,"Canada",1920,0,0,0,0,1,0,9,0.728,0
"110",20,"Canada",1921,0,0,0,0,1,0,10,0.728,0
"111",20,"Canada",1922,0,0,0,0,1,0,10,0.728,0
"112",20,"Canada",1923,0,0,0,0,1,0,10,0.728,0
"113",20,"Canada",1924,0,0,0,0,1,0,10,0.728,0
"114",20,"Canada",1925,0,0,0,0,1,0,10,0.728,0
"115",20,"Canada",1926,0,0,0,0,1,0,10,0.728,0
"116",20,"Canada",1927,0,0,0,0,1,0,10,0.728,0
"117",20,"Canada",1928,0,0,0,0,1,0,10,0.728,0
"118",20,"Canada",1929,0,0,0,0,1,0,10,0.728,0
"119",20,"Canada",1930,0,0,0,0,1,0,10,0.72,0
"120",20,"Canada",1931,0,0,0,0,1,0,10,0.734,0
"121",20,"Canada",1932,1,1,0,0,1,0,10,0.734,0
"122",20,"Canada",1933,0,0,0,0,1,0,10,0.734,0
"123",20,"Canada",1934,0,0,0,0,1,0,10,0.808,0
"124",20,"Canada",1935,0,0,0,0,1,0,10,0.808,0
"125",20,"Canada",1936,0,0,0,0,1,0,10,0.808,0
"126",20,"Canada",1937,0,0,0,0,1,0,10,0.808,0
"127",20,"Canada",1938,0,0,0,0,1,0,10,0.808,0
"128",20,"Canada",1939,0,0,0,0,1,0,10,0.808,0
"129",20,"Canada",1940,0,0,0,0,1,0,10,0.808,0
"130",20,"Canada",1941,0,0,0,0,1,0,10,0.808,0
"131",20,"Canada",1942,0,0,0,0,1,0,10,0.808,0
"132",20,"Canada",1943,0,0,0,0,1,0,10,0.808,0
"133",20,"Canada",1944,0,0,0,0,1,0,10,0.808,0
"134",20,"Canada",1945,0,0,0,0,1,0,10,0.808,0
"135",20,"Canada",1946,0,0,0,0,1,0,10,0.808,0
"136",20,"Canada",1947,0,0,0,0,1,0,10,0.808,0
"137",20,"Canada",1948,0,0,0,0,1,0,10,0.808,0
"138",20,"Canada",1949,0,0,0,0,1,0,10,0.808,0
"139",20,"Canada",1950,0,0,0,0,1,0,10,0.813,0
"140",20,"Canada",1951,0,0,0,0,1,0,10,0.813,0
"141",20,"Canada",1952,0,0,0,0,1,0,10,0.813,0
"142",20,"Canada",1953,0,0,0,0,1,0,10,0.813,0
"143",20,"Canada",1954,0,0,0,0,1,0,10,0.813,0
"144",20,"Canada",1955,0,0,0,0,1,0,10,0.813,0
"145",20,"Canada",1956,0,0,0,0,1,0,10,0.813,0
"146",20,"Canada",1957,0,0,0,0,1,0,10,0.813,0
"147",20,"Canada",1958,0,0,0,0,1,0,10,0.813,0
"148",20,"Canada",1959,0,0,0,0,1,0,10,0.813,0
"149",20,"Canada",1960,0,0,0,0,1,0,10,0.882,0
"150",20,"Canada",1961,0,0,0,0,1,0,10,0.882,0
"151",20,"Canada",1962,0,0,0,0,1,0,10,0.882,0
"152",20,"Canada",1963,0,0,0,0,1,0,10,0.882,0
"153",20,"Canada",1964,0,0,0,0,1,0,10,0.882,0
"154",20,"Canada",1965,0,0,0,0,1,0,10,0.844,0
"155",20,"Canada",1966,0,0,0,0,1,0,10,0.844,0
"156",20,"Canada",1967,0,0,0,0,1,0,10,0.844,0
"157",20,"Canada",1968,0,0,0,0,1,0,10,0.844,0
"158",20,"Canada",1969,0,0,0,0,1,0,10,0.844,0
"159",20,"Canada",1970,0,0,0,0,1,0,10,0.844,0
"160",20,"Canada",1971,0,0,0,0,1,0,10,0.844,0
"161",20,"Canada",1972,0,0,0,0,1,0,10,0.844,0
"162",20,"Canada",1973,0,0,0,0,1,0,10,0.844,0
"163",20,"Canada",1974,0,0,0,0,1,0,10,0.844,0
"164",20,"Canada",1975,0,0,0,0,1,0,10,0.852,0
"165",20,"Canada",1976,0,0,0,0,1,0,10,0.92,0
"166",20,"Canada",1977,0,0,0,0,1,0,10,0.92,0
"167",20,"Canada",1978,0,0,0,0,1,0,10,0.92,0
"168",20,"Canada",1979,1,0,1,0,1,0,10,0.92,0
"169",20,"Canada",1980,1,0,0,0,1,0,10,0.92,0
"170",20,"Canada",1981,0,0,0,0,1,0,10,0.92,0
"171",20,"Canada",1982,0,0,0,0,1,0,10,0.953,0
"172",20,"Canada",1983,0,0,0,0,1,0,10,0.944,0
"173",20,"Canada",1984,0,0,0,0,1,0,10,0.944,0
"174",20,"Canada",1985,0,0,0,0,1,0,10,0.944,0
"175",20,"Canada",1986,0,0,0,0,1,0,10,0.944,0
"176",20,"Canada",1987,1,0,1,0,1,0,10,0.944,0
"177",20,"Canada",1988,1,0,1,0,1,0,10,0.944,0
"178",20,"Canada",1989,1,0,1,0,1,0,10,0.944,0
"179",20,"Canada",1990,0,0,0,0,1,0,10,0.944,0
"180",20,"Canada",1991,0,0,0,0,1,0,10,0.944,0
"181",20,"Canada",1992,1,0,0,0,1,0,10,0.944,0
"182",20,"Canada",1993,1,1,0,0,1,0,10,0.944,0
"183",20,"Canada",1994,0,0,0,0,1,0,10,0.944,0
"184",20,"Canada",1995,1,0,1,0,1,0,10,0.944,0
"185",20,"Canada",1996,0,0,0,0,1,0,10,0.944,0
"186",20,"Canada",1997,1,0,1,0,1,0,10,0.944,0
"187",20,"Canada",1998,0,0,0,0,1,0,10,0.944,0
"188",20,"Canada",1999,0,0,0,0,1,0,10,0.944,0
"189",20,"Canada",2000,0,0,0,0,1,0,10,0.944,0
"190",20,"Canada",2001,0,0,0,0,1,0,10,0.944,0
"191",20,"Canada",2002,0,0,0,0,1,0,10,0.944,0
"192",20,"Canada",2003,0,0,0,0,1,0,10,0.944,0
"193",20,"Canada",2004,1,0,1,0,1,0,10,0.944,0
"194",20,"Canada",2005,2,0,2,0,1,0,10,0.944,0
"195",20,"Canada",2006,0,0,0,0,1,0,10,0.944,0
"196",20,"Canada",2007,0,0,0,0,1,0,10,0.944,0
"197",40,"Cuba",1902,0,0,0,0,0,1,3,0.543,0
"198",40,"Cuba",1903,0,0,0,0,0,1,3,0.543,0
"199",40,"Cuba",1904,0,0,0,0,0,1,3,0.543,0
"200",40,"Cuba",1905,0,0,0,0,0,1,3,0.543,0
"201",40,"Cuba",1906,0,0,0,0,0,1,3,0.543,0
"202",40,"Cuba",1909,0,0,0,0,0,1,3,0.543,0
"203",40,"Cuba",1910,0,0,0,0,0,1,3,0.543,0
"204",40,"Cuba",1911,0,0,0,0,0,1,3,0.543,0
"205",40,"Cuba",1912,0,0,0,0,0,1,3,0.543,0
"206",40,"Cuba",1913,0,0,0,0,0,1,3,0.543,0
"207",40,"Cuba",1914,0,0,0,0,0,1,3,0.543,0
"208",40,"Cuba",1915,0,0,0,0,0,1,3,0.543,0
"209",40,"Cuba",1916,0,0,0,0,0,1,3,0.543,0
"210",40,"Cuba",1917,1,1,0,0,0,1,3,0.543,0
"211",40,"Cuba",1918,0,0,0,0,0,1,3,0.543,0
"212",40,"Cuba",1919,0,0,0,0,0,1,3,0.543,0
"213",40,"Cuba",1920,0,0,0,0,0,1,3,0.543,0
"214",40,"Cuba",1921,0,0,0,0,0,1,3,0.543,0
"215",40,"Cuba",1922,0,0,0,0,0,1,3,0.543,0
"216",40,"Cuba",1923,0,0,0,0,0,1,3,0.543,0
"217",40,"Cuba",1924,0,0,0,0,0,1,3,0.543,0
"218",40,"Cuba",1925,0,0,0,0,0,1,3,0.543,0
"219",40,"Cuba",1926,0,0,0,0,0,1,3,0.543,0
"220",40,"Cuba",1927,0,0,0,0,0,1,3,0.543,0
"221",40,"Cuba",1928,0,0,0,0,0,1,1,0.543,0
"222",40,"Cuba",1929,0,0,0,0,0,1,1,0.503,0
"223",40,"Cuba",1930,0,0,0,0,0,1,1,0.503,0
"224",40,"Cuba",1931,0,0,0,0,0,1,1,0.503,0
"225",40,"Cuba",1932,0,0,0,0,0,1,1,0.503,0
"226",40,"Cuba",1933,0,0,0,0,0,1,3,0.503,0
"227",40,"Cuba",1934,0,0,0,0,1,1,3,0.624,0
"228",40,"Cuba",1935,0,0,0,0,1,1,3,0.624,0
"229",40,"Cuba",1936,0,0,0,0,1,1,3,0.624,0
"230",40,"Cuba",1937,0,0,0,0,1,1,3,0.624,0
"231",40,"Cuba",1938,0,0,0,0,1,1,3,0.624,0
"232",40,"Cuba",1939,0,0,0,0,1,1,3,0.624,0
"233",40,"Cuba",1940,0,0,0,0,1,1,3,0.644,0
"234",40,"Cuba",1941,3,3,0,0,1,1,3,0.644,0
"235",40,"Cuba",1942,0,0,0,0,1,1,3,0.644,0
"236",40,"Cuba",1943,0,0,0,0,1,1,3,0.644,0
"237",40,"Cuba",1944,0,0,0,0,1,1,3,0.644,0
"238",40,"Cuba",1945,0,0,0,0,1,1,3,0.644,0
"239",40,"Cuba",1946,0,0,0,0,1,1,3,0.644,0
"240",40,"Cuba",1947,0,0,0,0,1,1,3,0.644,0
"241",40,"Cuba",1948,0,0,0,0,1,1,3,0.644,0
"242",40,"Cuba",1949,0,0,0,0,1,1,3,0.644,0
"243",40,"Cuba",1950,0,0,0,0,1,1,3,0.644,0
"244",40,"Cuba",1951,0,0,0,0,1,1,3,0.644,0
"245",40,"Cuba",1955,0,0,0,0,0,1,-9,0.481,0
"246",40,"Cuba",1956,0,0,0,0,0,1,-9,0.481,0
"247",40,"Cuba",1957,0,0,0,0,0,1,-9,0.481,0
"248",40,"Cuba",1958,0,0,0,0,0,1,-9,0.481,0
"249",40,"Cuba",1961,0,0,0,0,0,1,-7,0.352,0
"250",40,"Cuba",1962,0,0,0,0,0,1,-7,0.28,0
"251",40,"Cuba",1963,0,0,0,0,0,1,-7,0.28,0
"252",40,"Cuba",1964,0,0,0,0,0,1,-7,0.28,0
"253",40,"Cuba",1965,0,0,0,0,0,1,-7,0.232,0
"254",40,"Cuba",1966,0,0,0,0,0,1,-7,0.232,0
"255",40,"Cuba",1967,1,0,1,0,0,1,-7,0.232,0
"256",40,"Cuba",1968,0,0,0,0,0,1,-7,0.232,0
"257",40,"Cuba",1969,0,0,0,0,0,1,-7,0.235,0
"258",40,"Cuba",1970,0,0,0,0,0,1,-7,0.235,0
"259",40,"Cuba",1971,0,0,0,0,0,1,-7,0.235,0
"260",40,"Cuba",1972,0,0,0,0,0,1,-7,0.235,0
"261",40,"Cuba",1973,0,0,0,0,0,1,-7,0.235,0
"262",40,"Cuba",1974,1,0,1,0,0,1,-7,0.235,0
"263",40,"Cuba",1975,0,0,0,0,0,1,-7,0.235,0
"264",40,"Cuba",1976,0,0,0,0,0,1,-7,0.235,0
"265",40,"Cuba",1977,6,4,2,0,0,1,-7,0.235,0
"266",40,"Cuba",1978,0,0,0,0,0,1,-7,0.235,0
"267",40,"Cuba",1979,0,0,0,0,0,1,-7,0.235,0
"268",40,"Cuba",1980,0,0,0,0,0,1,-7,0.235,0
"269",40,"Cuba",1981,1,0,1,0,0,1,-7,0.235,0
"270",40,"Cuba",1982,0,0,0,0,0,1,-7,0.235,0
"271",40,"Cuba",1983,0,0,0,0,0,1,-7,0.235,0
"272",40,"Cuba",1984,0,0,0,0,0,1,-7,0.235,0
"273",40,"Cuba",1985,0,0,0,0,0,1,-7,0.235,0
"274",40,"Cuba",1986,0,0,0,0,0,1,-7,0.235,0
"275",40,"Cuba",1987,0,0,0,0,0,1,-7,0.235,0
"276",40,"Cuba",1988,0,0,0,0,0,1,-7,0.235,0
"277",40,"Cuba",1989,0,0,0,0,0,1,-7,0.235,0
"278",40,"Cuba",1990,0,0,0,0,0,1,-7,0.235,0
"279",40,"Cuba",1991,0,0,0,0,0,1,-7,0.235,0
"280",40,"Cuba",1992,0,0,0,0,0,1,-7,0.235,0
"281",40,"Cuba",1993,0,0,0,0,0,1,-7,0.235,0
"282",40,"Cuba",1994,0,0,0,0,0,1,-7,0.235,0
"283",40,"Cuba",1995,0,0,0,0,0,1,-7,0.235,0
"284",40,"Cuba",1996,1,0,1,0,0,1,-7,0.235,0
"285",40,"Cuba",1997,0,0,0,0,0,1,-7,0.185,0
"286",40,"Cuba",1998,0,0,0,0,0,1,-7,0.185,0
"287",40,"Cuba",1999,0,0,0,0,0,1,-7,0.185,0
"288",40,"Cuba",2000,0,0,0,0,0,1,-7,0.185,0
"289",40,"Cuba",2001,0,0,0,0,0,1,-7,0.302,0
"290",40,"Cuba",2002,0,0,0,0,0,1,-7,0.302,0
"291",40,"Cuba",2003,0,0,0,0,0,1,-7,0.302,0
"292",40,"Cuba",2004,0,0,0,0,0,1,-7,0.302,0
"293",40,"Cuba",2005,0,0,0,0,0,1,-7,0.302,0
"294",40,"Cuba",2006,0,0,0,0,0,1,-7,0.255,0
"295",40,"Cuba",2007,0,0,0,0,0,1,-7,0.255,0
"296",41,"Haiti",1900,0,0,0,0,0,1,-3,0.502,0
"297",41,"Haiti",1901,1,1,0,0,0,1,-3,0.502,0
"298",41,"Haiti",1902,0,0,0,0,0,1,-3,0.502,0
"299",41,"Haiti",1903,0,0,0,0,0,1,-3,0.502,0
"300",41,"Haiti",1904,0,0,0,0,0,1,-3,0.502,0
"301",41,"Haiti",1905,0,0,0,0,0,1,-3,0.502,0
"302",41,"Haiti",1906,0,0,0,0,0,1,-3,0.502,0
"303",41,"Haiti",1907,0,0,0,0,0,1,-3,0.502,0
"304",41,"Haiti",1908,0,0,0,0,0,1,-3,0.502,0
"305",41,"Haiti",1909,0,0,0,0,0,1,-3,0.502,0
"306",41,"Haiti",1910,0,0,0,0,0,1,-3,0.502,0
"307",41,"Haiti",1911,0,0,0,0,0,1,-3,0.502,0
"308",41,"Haiti",1912,1,1,0,0,0,1,-3,0.446,0
"309",41,"Haiti",1913,0,0,0,0,0,1,-3,0.446,0
"310",41,"Haiti",1914,0,0,0,0,0,1,-3,0.446,0
"311",41,"Haiti",1934,0,0,0,0,0,1,2,0.508,0
"312",41,"Haiti",1935,0,0,0,0,0,1,0,0.456,0
"313",41,"Haiti",1936,0,0,0,0,0,1,0,0.456,0
"314",41,"Haiti",1937,0,0,0,0,0,1,0,0.456,0
"315",41,"Haiti",1938,0,0,0,0,0,1,0,0.456,0
"316",41,"Haiti",1939,0,0,0,0,0,1,0,0.456,0
"317",41,"Haiti",1940,0,0,0,0,0,1,0,0.456,0
"318",41,"Haiti",1941,6,6,0,0,0,1,0,0.456,0
"319",41,"Haiti",1942,0,0,0,0,0,1,0,0.456,0
"320",41,"Haiti",1943,0,0,0,0,0,1,0,0.456,0
"321",41,"Haiti",1944,0,0,0,0,0,1,0,0.456,0
"322",41,"Haiti",1945,0,0,0,0,0,1,0,0.456,0
"323",41,"Haiti",1950,0,0,0,0,0,1,-5,0.533,0
"324",41,"Haiti",1951,0,0,0,0,0,1,-5,0.533,0
"325",41,"Haiti",1952,0,0,0,0,0,1,-5,0.533,0
"326",41,"Haiti",1953,0,0,0,0,0,1,-5,0.533,0
"327",41,"Haiti",1954,0,0,0,0,0,1,-5,0.533,0
"328",41,"Haiti",1955,0,0,0,0,0,1,-5,0.533,0
"329",41,"Haiti",1956,0,0,0,0,0,1,-5,0.533,0
"330",41,"Haiti",1957,0,0,0,0,0,1,-5,0.513,0
"331",41,"Haiti",1958,0,0,0,0,0,1,-8,0.417,0
"332",41,"Haiti",1959,0,0,0,0,0,1,-8,0.417,0
"333",41,"Haiti",1960,0,0,0,0,0,1,-8,0.417,0
"334",41,"Haiti",1961,0,0,0,0,0,1,-9,0.417,0
"335",41,"Haiti",1962,0,0,0,0,0,1,-9,0.417,0
"336",41,"Haiti",1963,4,0,3,0,0,1,-9,0.417,0
"337",41,"Haiti",1964,0,0,0,0,0,1,-9,0.417,0
"338",41,"Haiti",1965,0,0,0,0,0,1,-9,0.417,0
"339",41,"Haiti",1966,0,0,0,0,0,1,-9,0.417,0
"340",41,"Haiti",1967,0,0,0,0,0,1,-9,0.365,0
"341",41,"Haiti",1968,0,0,0,0,0,1,-9,0.458,0
"342",41,"Haiti",1969,0,0,0,0,0,1,-9,0.458,0
"343",41,"Haiti",1970,0,0,0,0,0,1,-9,0.458,0
"344",41,"Haiti",1971,0,0,0,0,0,1,-10,0.473,0
"345",41,"Haiti",1972,0,0,0,0,0,1,-10,0.515,0
"346",41,"Haiti",1973,0,0,0,0,0,1,-10,0.515,0
"347",41,"Haiti",1974,0,0,0,0,0,1,-10,0.515,0
"348",41,"Haiti",1975,0,0,0,0,0,1,-10,0.515,0
"349",41,"Haiti",1976,0,0,0,0,0,1,-10,0.515,0
"350",41,"Haiti",1977,0,0,0,0,0,1,-9,0.515,0
"351",41,"Haiti",1978,0,0,0,0,0,1,-9,0.515,0
"352",41,"Haiti",1979,0,0,0,0,0,1,-9,0.515,0
"353",41,"Haiti",1980,0,0,0,0,0,1,-9,0.515,0
"354",41,"Haiti",1981,0,0,0,0,0,1,-9,0.515,0
"355",41,"Haiti",1982,0,0,0,0,0,1,-9,0.515,0
"356",41,"Haiti",1983,0,0,0,0,0,1,-9,0.515,0
"357",41,"Haiti",1984,0,0,0,0,0,1,-9,0.515,0
"358",41,"Haiti",1985,0,0,0,0,0,1,-9,0.515,0
"359",41,"Haiti",1988,0,0,0,0,0,1,-7,0.536,0
"360",41,"Haiti",1989,0,0,0,0,0,1,-6,0.536,0
"361",41,"Haiti",1990,0,0,0,0,1,0,7,0.611,0
"362",41,"Haiti",1991,0,0,0,0,0,1,-7,0.591,0
"363",41,"Haiti",1992,0,0,0,0,0,1,-7,0.469,0
"364",41,"Haiti",1993,0,0,0,0,0,1,-7,0.469,0
"365",41,"Haiti",1994,0,0,0,0,1,0,7,0.479,0
"366",41,"Haiti",1995,0,0,0,0,1,0,7,0.654,0
"367",41,"Haiti",1996,0,0,0,0,1,0,7,0.654,0
"368",41,"Haiti",1997,0,0,0,0,1,0,7,0.654,0
"369",41,"Haiti",1998,0,0,0,0,1,0,7,0.654,0
"370",41,"Haiti",2000,0,0,0,0,0,1,-2,0.654,0
"371",41,"Haiti",2001,0,0,0,0,0,1,-2,0.654,0
"372",41,"Haiti",2002,0,0,0,0,0,1,-2,0.654,0
"373",41,"Haiti",2003,0,0,0,0,0,1,-2,0.654,0
"374",41,"Haiti",2006,0,0,0,0,1,1,5,0.587,0
"375",41,"Haiti",2007,0,0,0,0,1,1,5,0.634,0
"376",42,"Dominican Republic",1900,0,0,0,0,0,1,-3,0.326,0
"377",42,"Dominican Republic",1901,0,0,0,0,0,1,-3,0.326,0
"378",42,"Dominican Republic",1902,0,0,0,0,0,1,-3,0.326,0
"379",42,"Dominican Republic",1903,0,0,0,0,0,1,-3,0.326,0
"380",42,"Dominican Republic",1904,0,0,0,0,0,1,-3,0.326,0
"381",42,"Dominican Republic",1905,0,0,0,0,0,1,-3,0.326,0
"382",42,"Dominican Republic",1906,0,0,0,0,0,1,-3,0.326,0
"383",42,"Dominican Republic",1907,0,0,0,0,0,1,-3,0.326,0
"384",42,"Dominican Republic",1908,0,0,0,0,0,1,-3,0.326,0
"385",42,"Dominican Republic",1909,0,0,0,0,0,1,-3,0.326,0
"386",42,"Dominican Republic",1910,0,0,0,0,0,1,-3,0.326,0
"387",42,"Dominican Republic",1911,0,0,0,0,0,1,-3,0.326,0
"388",42,"Dominican Republic",1912,0,0,0,0,0,1,-3,0.326,0
"389",42,"Dominican Republic",1913,0,0,0,0,0,1,-3,0.326,0
"390",42,"Dominican Republic",1925,0,0,0,0,0,1,-3,0.315,0
"391",42,"Dominican Republic",1926,0,0,0,0,0,1,-3,0.315,0
"392",42,"Dominican Republic",1927,0,0,0,0,0,1,-3,0.315,0
"393",42,"Dominican Republic",1928,0,0,0,0,0,1,-3,0.315,0
"394",42,"Dominican Republic",1929,0,0,0,0,0,1,-3,0.315,0
"395",42,"Dominican Republic",1932,0,0,0,0,0,1,-9,0.301,0
"396",42,"Dominican Republic",1933,0,0,0,0,0,1,-9,0.301,0
"397",42,"Dominican Republic",1934,0,0,0,0,0,1,-9,0.301,0
"398",42,"Dominican Republic",1935,0,0,0,0,0,1,-9,0.301,0
"399",42,"Dominican Republic",1936,0,0,0,0,0,1,-9,0.301,0
"400",42,"Dominican Republic",1937,0,0,0,0,0,1,-9,0.301,0
"401",42,"Dominican Republic",1938,0,0,0,0,0,1,-9,0.301,0
"402",42,"Dominican Republic",1939,0,0,0,0,0,1,-9,0.301,0
"403",42,"Dominican Republic",1940,0,0,0,0,0,1,-9,0.301,0
"404",42,"Dominican Republic",1941,3,3,0,0,0,1,-9,0.38,0
"405",42,"Dominican Republic",1942,0,0,0,0,0,1,-9,0.382,0
"406",42,"Dominican Republic",1943,0,0,0,0,0,1,-9,0.382,0
"407",42,"Dominican Republic",1944,0,0,0,0,0,1,-9,0.382,0
"408",42,"Dominican Republic",1945,0,0,0,0,0,1,-9,0.382,0
"409",42,"Dominican Republic",1946,0,0,0,0,0,1,-9,0.489,0
"410",42,"Dominican Republic",1947,0,0,0,0,0,1,-9,0.489,0
"411",42,"Dominican Republic",1948,0,0,0,0,0,1,-9,0.489,0
