"","ccode1","country_name","year","init","init_autoc","init_democ","democracynosuff","suffrage","autocracy","polity","wcivillibs","nuclear"
"1892",145,"Bolivia",1923,0,0,0,0,0,1,2,0.119,0
"1893",145,"Bolivia",1924,0,0,0,0,0,1,2,0.119,0
"1894",145,"Bolivia",1925,0,0,0,0,0,1,2,0.119,0
"1895",145,"Bolivia",1926,0,0,0,0,0,1,2,0.119,0
"1896",145,"Bolivia",1927,0,0,0,0,0,1,2,0.119,0
"1897",145,"Bolivia",1928,0,0,0,0,0,1,2,0.119,0
"1898",145,"Bolivia",1929,0,0,0,0,0,1,2,0.119,0
"1899",145,"Bolivia",1930,1,1,0,0,0,1,2,0.119,0
"1900",145,"Bolivia",1931,0,0,0,0,0,1,2,0.119,0
"1901",145,"Bolivia",1932,0,0,0,0,0,1,2,0.119,0
"1902",145,"Bolivia",1933,0,0,0,0,0,1,2,0.119,0
"1903",145,"Bolivia",1934,0,0,0,0,0,1,2,0.119,0
"1904",145,"Bolivia",1935,0,0,0,0,0,1,2,0.119,0
"1905",145,"Bolivia",1936,1,1,0,0,0,1,-5,0.119,0
"1906",145,"Bolivia",1937,0,0,0,0,0,1,-5,0.119,0
"1907",145,"Bolivia",1938,1,1,0,0,0,1,-5,0.119,0
"1908",145,"Bolivia",1939,0,0,0,0,0,1,-5,0.119,0
"1909",145,"Bolivia",1940,0,0,0,0,0,1,-5,0.119,0
"1910",145,"Bolivia",1941,0,0,0,0,0,1,-5,0.119,0
"1911",145,"Bolivia",1942,0,0,0,0,0,1,-5,0.119,0
"1912",145,"Bolivia",1943,3,2,0,0,0,1,-5,0.119,0
"1913",145,"Bolivia",1944,0,0,0,0,0,1,-5,0.119,0
"1914",145,"Bolivia",1945,0,0,0,0,0,1,-5,0.143,0
"1915",145,"Bolivia",1946,0,0,0,0,0,1,-5,0.143,0
"1916",145,"Bolivia",1947,0,0,0,0,0,1,-5,0.143,0
"1917",145,"Bolivia",1948,0,0,0,0,0,1,-5,0.143,0
"1918",145,"Bolivia",1949,0,0,0,0,0,1,-5,0.143,0
"1919",145,"Bolivia",1950,0,0,0,0,0,1,-5,0.143,0
"1920",145,"Bolivia",1951,0,0,0,0,0,1,-5,0.143,0
"1921",145,"Bolivia",1956,0,0,0,0,0,1,-3,0.368,0
"1922",145,"Bolivia",1957,0,0,0,0,0,1,-3,0.368,0
"1923",145,"Bolivia",1958,0,0,0,0,0,1,-3,0.368,0
"1924",145,"Bolivia",1959,0,0,0,0,0,1,-3,0.368,0
"1925",145,"Bolivia",1960,0,0,0,0,0,1,-3,0.368,0
"1926",145,"Bolivia",1961,0,0,0,0,0,1,-3,0.368,0
"1927",145,"Bolivia",1962,0,0,0,0,0,1,-3,0.368,0
"1928",145,"Bolivia",1963,0,0,0,0,0,1,-3,0.368,0
"1929",145,"Bolivia",1964,0,0,0,0,0,1,-4,0.275,0
"1930",145,"Bolivia",1965,0,0,0,0,0,1,-4,0.206,0
"1931",145,"Bolivia",1966,0,0,0,0,0,1,-4,0.206,0
"1932",145,"Bolivia",1967,0,0,0,0,0,1,-4,0.206,0
"1933",145,"Bolivia",1968,0,0,0,0,0,1,-4,0.206,0
"1934",145,"Bolivia",1969,0,0,0,0,0,1,-4,0.206,0
"1935",145,"Bolivia",1970,0,0,0,0,0,1,-5,0.206,0
"1936",145,"Bolivia",1971,0,0,0,0,0,1,-7,0.206,0
"1937",145,"Bolivia",1972,0,0,0,0,0,1,-7,0.206,0
"1938",145,"Bolivia",1973,0,0,0,0,0,1,-7,0.206,0
"1939",145,"Bolivia",1974,0,0,0,0,0,1,-7,0.206,0
"1940",145,"Bolivia",1975,0,0,0,0,0,1,-7,0.206,0
"1941",145,"Bolivia",1976,0,0,0,0,0,1,-7,0.206,0
"1942",145,"Bolivia",1977,0,0,0,0,0,1,-7,0.206,0
"1943",145,"Bolivia",1978,1,1,0,0,0,1,-4,0.206,0
"1944",145,"Bolivia",1979,0,0,0,0,0,1,-4,0.372,0
"1945",145,"Bolivia",1980,0,0,0,0,0,1,-7,0.333,0
"1946",145,"Bolivia",1981,0,0,0,0,0,1,-7,0.428,0
"1947",145,"Bolivia",1982,0,0,0,0,1,0,8,0.46,0
"1948",145,"Bolivia",1983,0,0,0,0,1,0,8,0.552,0
"1949",145,"Bolivia",1984,0,0,0,0,1,0,8,0.552,0
"1950",145,"Bolivia",1985,0,0,0,0,1,0,9,0.675,0
"1951",145,"Bolivia",1986,0,0,0,0,1,0,9,0.675,0
"1952",145,"Bolivia",1987,0,0,0,0,1,0,9,0.675,0
"1953",145,"Bolivia",1988,0,0,0,0,1,0,9,0.675,0
"1954",145,"Bolivia",1989,0,0,0,0,1,0,9,0.675,0
"1955",145,"Bolivia",1990,0,0,0,0,1,0,9,0.675,0
"1956",145,"Bolivia",1991,0,0,0,0,1,0,9,0.675,0
"1957",145,"Bolivia",1992,0,0,0,0,1,0,9,0.675,0
"1958",145,"Bolivia",1993,0,0,0,0,1,0,9,0.692,0
"1959",145,"Bolivia",1994,0,0,0,0,1,0,9,0.692,0
"1960",145,"Bolivia",1995,0,0,0,0,1,0,9,0.692,0
"1961",145,"Bolivia",1996,0,0,0,0,1,0,9,0.692,0
"1962",145,"Bolivia",1997,0,0,0,0,1,0,9,0.692,0
"1963",145,"Bolivia",1998,0,0,0,0,1,0,9,0.692,0
"1964",145,"Bolivia",1999,0,0,0,0,1,0,9,0.692,0
"1965",145,"Bolivia",2000,0,0,0,0,1,0,9,0.692,0
"1966",145,"Bolivia",2001,0,0,0,0,1,0,9,0.692,0
"1967",145,"Bolivia",2002,0,0,0,0,1,0,9,0.692,0
"1968",145,"Bolivia",2003,0,0,0,0,1,0,8,0.692,0
"1969",145,"Bolivia",2004,0,0,0,0,1,0,8,0.692,0
"1970",145,"Bolivia",2005,0,0,0,0,1,0,8,0.72,0
"1971",145,"Bolivia",2006,0,0,0,0,1,0,8,0.72,0
"1972",145,"Bolivia",2007,0,0,0,0,1,0,8,0.72,0
"1973",150,"Paraguay",1900,0,0,0,0,0,1,-4,0.271,0
"1974",150,"Paraguay",1901,0,0,0,0,0,1,-4,0.271,0
"1975",150,"Paraguay",1902,0,0,0,0,0,1,-4,0.271,0
"1976",150,"Paraguay",1903,0,0,0,0,0,1,-4,0.271,0
"1977",150,"Paraguay",1904,0,0,0,0,0,1,-3,0.284,0
"1978",150,"Paraguay",1905,0,0,0,0,0,1,-3,0.284,0
"1979",150,"Paraguay",1906,0,0,0,0,0,1,-3,0.284,0
"1980",150,"Paraguay",1907,0,0,0,0,0,1,-3,0.284,0
"1981",150,"Paraguay",1908,0,0,0,0,0,1,-3,0.284,0
"1982",150,"Paraguay",1909,0,0,0,0,0,1,-3,0.284,0
"1983",150,"Paraguay",1910,0,0,0,0,0,1,-3,0.284,0
"1984",150,"Paraguay",1911,1,1,0,0,0,1,-3,0.284,0
"1985",150,"Paraguay",1912,1,1,0,0,0,1,-3,0.284,0
"1986",150,"Paraguay",1913,0,0,0,0,0,1,-3,0.284,0
"1987",150,"Paraguay",1914,0,0,0,0,0,1,-3,0.284,0
"1988",150,"Paraguay",1915,0,0,0,0,0,1,-3,0.284,0
"1989",150,"Paraguay",1916,0,0,0,0,0,1,-3,0.284,0
"1990",150,"Paraguay",1917,0,0,0,0,0,1,-3,0.284,0
"1991",150,"Paraguay",1918,0,0,0,0,0,1,-3,0.284,0
"1992",150,"Paraguay",1919,0,0,0,0,0,1,-3,0.284,0
"1993",150,"Paraguay",1920,0,0,0,0,0,1,-3,0.284,0
"1994",150,"Paraguay",1921,0,0,0,0,0,1,-3,0.284,0
"1995",150,"Paraguay",1922,0,0,0,0,0,1,-3,0.284,0
"1996",150,"Paraguay",1923,1,1,0,0,0,1,-3,0.284,0
"1997",150,"Paraguay",1924,1,1,0,0,0,1,-3,0.346,0
"1998",150,"Paraguay",1925,0,0,0,0,0,1,-3,0.306,0
"1999",150,"Paraguay",1926,0,0,0,0,0,1,-3,0.34,0
"2000",150,"Paraguay",1927,1,1,0,0,0,1,-3,0.34,0
"2001",150,"Paraguay",1928,1,1,0,0,0,1,-3,0.34,0
"2002",150,"Paraguay",1929,0,0,0,0,0,1,-3,0.331,0
"2003",150,"Paraguay",1930,1,0,0,0,0,1,-3,0.306,0
"2004",150,"Paraguay",1931,1,1,0,0,0,1,-3,0.32,0
"2005",150,"Paraguay",1932,0,0,0,0,0,1,-3,0.288,0
"2006",150,"Paraguay",1933,0,0,0,0,0,1,-3,0.341,0
"2007",150,"Paraguay",1934,0,0,0,0,0,1,-3,0.288,0
"2008",150,"Paraguay",1935,0,0,0,0,0,1,-3,0.29,0
"2009",150,"Paraguay",1936,0,0,0,0,0,1,-7,0.305,0
"2010",150,"Paraguay",1937,0,0,0,0,0,1,2,0.331,0
"2011",150,"Paraguay",1938,0,0,0,0,0,1,2,0.331,0
"2012",150,"Paraguay",1939,0,0,0,0,0,1,2,0.323,0
"2013",150,"Paraguay",1940,0,0,0,0,0,1,-9,0.388,0
"2014",150,"Paraguay",1941,0,0,0,0,0,1,-9,0.326,0
"2015",150,"Paraguay",1942,0,0,0,0,0,1,-9,0.341,0
"2016",150,"Paraguay",1943,0,0,0,0,0,1,-9,0.406,0
"2017",150,"Paraguay",1944,0,0,0,0,0,1,-9,0.396,0
"2018",150,"Paraguay",1945,2,0,0,0,0,1,-9,0.396,0
"2019",150,"Paraguay",1946,0,0,0,0,0,1,-9,0.292,0
"2020",150,"Paraguay",1947,0,0,0,0,0,1,-5,0.31,0
"2021",150,"Paraguay",1948,0,0,0,0,0,1,-5,0.321,0
"2022",150,"Paraguay",1949,0,0,0,0,0,1,-5,0.308,0
"2023",150,"Paraguay",1950,0,0,0,0,0,1,-5,0.308,0
"2024",150,"Paraguay",1951,0,0,0,0,0,1,-5,0.308,0
"2025",150,"Paraguay",1952,0,0,0,0,0,1,-5,0.308,0
"2026",150,"Paraguay",1953,0,0,0,0,0,1,-5,0.28,0
"2027",150,"Paraguay",1954,0,0,0,0,0,1,-9,0.276,0
"2028",150,"Paraguay",1955,0,0,0,0,0,1,-9,0.276,0
"2029",150,"Paraguay",1956,0,0,0,0,0,1,-9,0.274,0
"2030",150,"Paraguay",1957,0,0,0,0,0,1,-9,0.257,0
"2031",150,"Paraguay",1958,0,0,0,0,0,1,-9,0.257,0
"2032",150,"Paraguay",1959,1,1,0,0,0,1,-9,0.257,0
"2033",150,"Paraguay",1960,0,0,0,0,0,1,-9,0.257,0
"2034",150,"Paraguay",1961,0,0,0,0,0,1,-9,0.274,0
"2035",150,"Paraguay",1962,1,1,0,0,0,1,-9,0.288,0
"2036",150,"Paraguay",1963,0,0,0,0,0,1,-9,0.288,0
"2037",150,"Paraguay",1964,0,0,0,0,0,1,-9,0.288,0
"2038",150,"Paraguay",1965,0,0,0,0,0,1,-9,0.291,0
"2039",150,"Paraguay",1966,0,0,0,0,0,1,-9,0.291,0
"2040",150,"Paraguay",1967,0,0,0,0,0,1,-8,0.291,0
"2041",150,"Paraguay",1968,0,0,0,0,0,1,-8,0.282,0
"2042",150,"Paraguay",1969,0,0,0,0,0,1,-8,0.282,0
"2043",150,"Paraguay",1970,0,0,0,0,0,1,-8,0.282,0
"2044",150,"Paraguay",1971,0,0,0,0,0,1,-8,0.282,0
"2045",150,"Paraguay",1972,0,0,0,0,0,1,-8,0.282,0
"2046",150,"Paraguay",1973,0,0,0,0,0,1,-8,0.282,0
"2047",150,"Paraguay",1974,0,0,0,0,0,1,-8,0.282,0
"2048",150,"Paraguay",1975,0,0,0,0,0,1,-8,0.282,0
"2049",150,"Paraguay",1976,0,0,0,0,0,1,-8,0.282,0
"2050",150,"Paraguay",1977,0,0,0,0,0,1,-8,0.282,0
"2051",150,"Paraguay",1978,0,0,0,0,0,1,-8,0.282,0
"2052",150,"Paraguay",1979,0,0,0,0,0,1,-8,0.282,0
"2053",150,"Paraguay",1980,0,0,0,0,0,1,-8,0.329,0
"2054",150,"Paraguay",1981,0,0,0,0,0,1,-8,0.329,0
"2055",150,"Paraguay",1982,0,0,0,0,0,1,-8,0.329,0
"2056",150,"Paraguay",1983,0,0,0,0,0,1,-8,0.329,0
"2057",150,"Paraguay",1984,0,0,0,0,0,1,-8,0.329,0
"2058",150,"Paraguay",1985,0,0,0,0,0,1,-8,0.329,0
"2059",150,"Paraguay",1986,0,0,0,0,0,1,-8,0.329,0
"2060",150,"Paraguay",1987,0,0,0,0,0,1,-8,0.329,0
"2061",150,"Paraguay",1988,0,0,0,0,0,1,-8,0.329,0
"2062",150,"Paraguay",1989,0,0,0,0,1,1,2,0.388,0
"2063",150,"Paraguay",1990,0,0,0,0,1,1,2,0.727,0
"2064",150,"Paraguay",1991,0,0,0,0,1,1,2,0.727,0
"2065",150,"Paraguay",1992,0,0,0,0,1,0,7,0.816,0
"2066",150,"Paraguay",1993,0,0,0,0,1,0,7,0.781,0
"2067",150,"Paraguay",1994,0,0,0,0,1,0,7,0.781,0
"2068",150,"Paraguay",1995,0,0,0,0,1,0,7,0.781,0
"2069",150,"Paraguay",1996,0,0,0,0,1,0,7,0.781,0
"2070",150,"Paraguay",1997,0,0,0,0,1,0,7,0.781,0
"2071",150,"Paraguay",1998,0,0,0,0,1,0,6,0.781,0
"2072",150,"Paraguay",1999,0,0,0,0,1,0,7,0.781,0
"2073",150,"Paraguay",2000,0,0,0,0,1,0,7,0.781,0
"2074",150,"Paraguay",2001,0,0,0,0,1,0,7,0.781,0
"2075",150,"Paraguay",2002,0,0,0,0,1,0,7,0.781,0
"2076",150,"Paraguay",2003,0,0,0,0,1,0,8,0.796,0
"2077",150,"Paraguay",2004,0,0,0,0,1,0,8,0.796,0
"2078",150,"Paraguay",2005,0,0,0,0,1,0,8,0.796,0
"2079",150,"Paraguay",2006,0,0,0,0,1,0,8,0.796,0
"2080",150,"Paraguay",2007,0,0,0,0,1,0,8,0.796,0
"2081",155,"Chile",1900,0,0,0,0,0,1,3,0.411,0
"2082",155,"Chile",1901,0,0,0,0,0,1,3,0.411,0
"2083",155,"Chile",1902,0,0,0,0,0,1,3,0.411,0
"2084",155,"Chile",1903,0,0,0,0,0,1,3,0.411,0
"2085",155,"Chile",1904,0,0,0,0,0,1,3,0.411,0
"2086",155,"Chile",1905,0,0,0,0,0,1,3,0.411,0
"2087",155,"Chile",1906,0,0,0,0,0,1,3,0.411,0
"2088",155,"Chile",1907,0,0,0,0,0,1,3,0.411,0
"2089",155,"Chile",1908,0,0,0,0,0,1,3,0.411,0
"2090",155,"Chile",1909,1,1,0,0,0,1,3,0.411,0
"2091",155,"Chile",1910,0,0,0,0,0,1,3,0.411,0
"2092",155,"Chile",1911,0,0,0,0,0,1,3,0.411,0
"2093",155,"Chile",1912,0,0,0,0,0,1,3,0.411,0
"2094",155,"Chile",1913,0,0,0,0,0,1,3,0.411,0
"2095",155,"Chile",1914,0,0,0,0,0,1,3,0.411,0
"2096",155,"Chile",1915,0,0,0,0,0,1,3,0.411,0
"2097",155,"Chile",1916,0,0,0,0,0,1,3,0.411,0
"2098",155,"Chile",1917,0,0,0,0,0,1,3,0.411,0
"2099",155,"Chile",1918,0,0,0,0,0,1,3,0.411,0
"2100",155,"Chile",1919,0,0,0,0,0,1,3,0.411,0
"2101",155,"Chile",1920,2,2,0,0,0,1,3,0.411,0
"2102",155,"Chile",1921,0,0,0,0,0,1,3,0.411,0
"2103",155,"Chile",1922,0,0,0,0,0,1,3,0.411,0
"2104",155,"Chile",1923,0,0,0,0,0,1,3,0.411,0
"2105",155,"Chile",1925,0,0,0,0,0,1,-2,0.423,0
"2106",155,"Chile",1926,0,0,0,0,0,1,-2,0.413,0
"2107",155,"Chile",1927,0,0,0,0,0,1,-2,0.369,0
"2108",155,"Chile",1928,0,0,0,0,0,1,-2,0.369,0
"2109",155,"Chile",1929,0,0,0,0,0,1,-2,0.369,0
"2110",155,"Chile",1930,0,0,0,0,0,1,-2,0.369,0
"2111",155,"Chile",1931,0,0,0,0,0,1,-2,0.369,0
"2112",155,"Chile",1932,0,0,0,0,0,1,-2,0.383,0
"2113",155,"Chile",1933,0,0,0,0,0,1,-2,0.412,0
"2114",155,"Chile",1934,0,0,0,0,0,1,-2,0.412,0
"2115",155,"Chile",1935,0,0,0,0,0,1,2,0.412,0
"2116",155,"Chile",1936,0,0,0,0,0,1,2,0.412,0
"2117",155,"Chile",1937,0,0,0,0,0,1,2,0.412,0
"2118",155,"Chile",1938,0,0,0,0,0,1,2,0.532,0
"2119",155,"Chile",1939,0,0,0,0,0,1,2,0.532,0
"2120",155,"Chile",1940,0,0,0,0,0,1,2,0.532,0
"2121",155,"Chile",1941,0,0,0,0,0,1,2,0.532,0
"2122",155,"Chile",1942,0,0,0,0,0,1,2,0.532,0
"2123",155,"Chile",1943,0,0,0,0,0,1,2,0.482,0
"2124",155,"Chile",1944,0,0,0,0,0,1,2,0.482,0
"2125",155,"Chile",1945,1,0,0,0,0,1,2,0.482,0
"2126",155,"Chile",1946,0,0,0,0,0,1,2,0.49,0
"2127",155,"Chile",1947,0,0,0,0,0,1,2,0.447,0
"2128",155,"Chile",1948,0,0,0,0,0,1,2,0.447,0
"2129",155,"Chile",1949,0,0,0,0,1,1,2,0.447,0
"2130",155,"Chile",1950,0,0,0,0,1,1,2,0.447,0
"2131",155,"Chile",1951,0,0,0,0,1,1,2,0.447,0
"2132",155,"Chile",1952,0,0,0,0,1,1,2,0.447,0
"2133",155,"Chile",1953,0,0,0,0,1,1,2,0.447,0
"2134",155,"Chile",1954,0,0,0,0,1,1,2,0.447,0
"2135",155,"Chile",1955,0,0,0,0,1,1,5,0.447,0
"2136",155,"Chile",1956,0,0,0,0,1,1,5,0.447,0
"2137",155,"Chile",1957,0,0,0,0,1,1,5,0.447,0
"2138",155,"Chile",1958,1,1,0,0,1,1,5,0.477,0
"2139",155,"Chile",1959,1,1,0,0,1,1,5,0.522,0
"2140",155,"Chile",1960,0,0,0,0,1,1,5,0.504,0
"2141",155,"Chile",1961,0,0,0,0,1,1,5,0.504,0
"2142",155,"Chile",1962,0,0,0,0,1,1,5,0.504,0
"2143",155,"Chile",1963,0,0,0,0,1,1,5,0.504,0
"2144",155,"Chile",1964,0,0,0,0,1,0,6,0.653,0
"2145",155,"Chile",1965,1,1,0,0,1,0,6,0.653,0
"2146",155,"Chile",1966,0,0,0,0,1,0,6,0.653,0
"2147",155,"Chile",1967,1,1,0,0,1,0,6,0.654,0
"2148",155,"Chile",1968,0,0,0,0,1,0,6,0.654,0
"2149",155,"Chile",1969,0,0,0,0,1,0,6,0.654,0
"2150",155,"Chile",1970,0,0,0,0,1,0,6,0.654,0
"2151",155,"Chile",1971,0,0,0,0,1,0,6,0.654,0
"2152",155,"Chile",1972,0,0,0,0,1,0,6,0.654,0
"2153",155,"Chile",1973,0,0,0,0,0,1,-7,0.39,0
"2154",155,"Chile",1974,0,0,0,0,0,1,-7,0.37,0
"2155",155,"Chile",1975,0,0,0,0,0,1,-7,0.37,0
"2156",155,"Chile",1976,1,1,0,0,0,1,-7,0.37,0
"2157",155,"Chile",1977,1,1,0,0,0,1,-7,0.37,0
"2158",155,"Chile",1978,0,0,0,0,0,1,-7,0.37,0
"2159",155,"Chile",1979,0,0,0,0,0,1,-7,0.37,0
"2160",155,"Chile",1980,1,1,0,0,0,1,-7,0.38,0
"2161",155,"Chile",1981,1,1,0,0,0,1,-7,0.383,0
"2162",155,"Chile",1982,0,0,0,0,0,1,-7,0.383,0
"2163",155,"Chile",1983,0,0,0,0,0,1,-6,0.408,0
"2164",155,"Chile",1984,0,0,0,0,0,1,-6,0.408,0
"2165",155,"Chile",1985,0,0,0,0,0,1,-6,0.408,0
"2166",155,"Chile",1986,0,0,0,0,0,1,-6,0.419,0
"2167",155,"Chile",1987,0,0,0,0,0,1,-6,0.419,0
"2168",155,"Chile",1988,0,0,0,0,0,1,-1,0.419,0
"2169",155,"Chile",1989,0,0,0,0,1,0,8,0.571,0
"2170",155,"Chile",1990,0,0,0,0,1,0,8,0.797,0
"2171",155,"Chile",1991,0,0,0,0,1,0,8,0.828,0
"2172",155,"Chile",1992,0,0,0,0,1,0,8,0.828,0
"2173",155,"Chile",1993,0,0,0,0,1,0,8,0.828,0
"2174",155,"Chile",1994,0,0,0,0,1,0,8,0.828,0
"2175",155,"Chile",1995,0,0,0,0,1,0,8,0.828,0
"2176",155,"Chile",1996,0,0,0,0,1,0,8,0.861,0
"2177",155,"Chile",1997,0,0,0,0,1,0,8,0.861,0
"2178",155,"Chile",1998,0,0,0,0,1,0,8,0.861,0
"2179",155,"Chile",1999,0,0,0,0,1,0,8,0.861,0
"2180",155,"Chile",2000,0,0,0,0,1,0,9,0.861,0
"2181",155,"Chile",2001,0,0,0,0,1,0,9,0.861,0
"2182",155,"Chile",2002,0,0,0,0,1,0,9,0.881,0
"2183",155,"Chile",2003,0,0,0,0,1,0,9,0.881,0
"2184",155,"Chile",2004,0,0,0,0,1,0,9,0.914,0
"2185",155,"Chile",2005,0,0,0,0,1,0,9,0.914,0
"2186",155,"Chile",2006,0,0,0,0,1,0,10,0.914,0
"2187",155,"Chile",2007,0,0,0,0,1,0,10,0.914,0
"2188",160,"Argentina",1900,1,1,0,0,0,1,1,0.595,0
"2189",160,"Argentina",1901,0,0,0,0,0,1,1,0.595,0
"2190",160,"Argentina",1902,0,0,0,0,0,1,1,0.595,0
"2191",160,"Argentina",1903,0,0,0,0,0,1,1,0.595,0
"2192",160,"Argentina",1904,0,0,0,0,0,1,1,0.595,0
"2193",160,"Argentina",1905,1,1,0,0,0,1,1,0.595,0
"2194",160,"Argentina",1906,0,0,0,0,0,1,1,0.595,0
"2195",160,"Argentina",1907,1,1,0,0,0,1,1,0.595,0
"2196",160,"Argentina",1908,0,0,0,0,0,1,1,0.595,0
"2197",160,"Argentina",1909,0,0,0,0,0,1,1,0.595,0
"2198",160,"Argentina",1910,0,0,0,0,0,1,1,0.595,0
"2199",160,"Argentina",1911,0,0,0,0,0,1,1,0.595,0
"2200",160,"Argentina",1912,0,0,0,0,0,1,2,0.595,0
"2201",160,"Argentina",1913,0,0,0,0,0,1,2,0.595,0
"2202",160,"Argentina",1914,0,0,0,0,0,1,2,0.595,0
"2203",160,"Argentina",1915,0,0,0,0,0,1,2,0.595,0
"2204",160,"Argentina",1916,0,0,0,0,0,1,2,0.649,0
"2205",160,"Argentina",1917,0,0,0,0,0,1,2,0.649,0
"2206",160,"Argentina",1918,0,0,0,0,0,1,2,0.649,0
"2207",160,"Argentina",1919,0,0,0,0,0,1,2,0.649,0
"2208",160,"Argentina",1920,0,0,0,0,0,1,2,0.649,0
"2209",160,"Argentina",1921,0,0,0,0,0,1,2,0.649,0
"2210",160,"Argentina",1922,0,0,0,0,0,1,2,0.649,0
"2211",160,"Argentina",1923,0,0,0,0,0,1,2,0.649,0
"2212",160,"Argentina",1924,0,0,0,0,0,1,2,0.75,0
"2213",160,"Argentina",1925,0,0,0,0,0,1,2,0.75,0
"2214",160,"Argentina",1926,0,0,0,0,0,1,2,0.75,0
"2215",160,"Argentina",1927,0,0,0,0,0,1,2,0.75,0
"2216",160,"Argentina",1928,0,0,0,0,0,1,2,0.75,0
"2217",160,"Argentina",1929,0,0,0,0,0,1,2,0.75,0
"2218",160,"Argentina",1930,0,0,0,0,0,1,-8,0.75,0
"2219",160,"Argentina",1931,0,0,0,0,0,1,-8,0.591,0
"2220",160,"Argentina",1932,0,0,0,0,0,1,-8,0.568,0
"2221",160,"Argentina",1933,0,0,0,0,0,1,-8,0.651,0
"2222",160,"Argentina",1934,0,0,0,0,0,1,-8,0.651,0
"2223",160,"Argentina",1935,0,0,0,0,0,1,-8,0.651,0
"2224",160,"Argentina",1936,0,0,0,0,0,1,-8,0.651,0
"2225",160,"Argentina",1937,0,0,0,0,0,1,5,0.651,0
"2226",160,"Argentina",1938,0,0,0,0,0,1,5,0.651,0
"2227",160,"Argentina",1939,1,1,0,0,0,1,5,0.651,0
"2228",160,"Argentina",1940,0,0,0,0,0,1,5,0.651,0
"2229",160,"Argentina",1941,0,0,0,0,0,1,5,0.651,0
"2230",160,"Argentina",1942,0,0,0,0,0,1,5,0.651,0
"2231",160,"Argentina",1943,0,0,0,0,0,1,-8,0.625,0
"2232",160,"Argentina",1944,0,0,0,0,0,1,-8,0.612,0
"2233",160,"Argentina",1945,2,0,0,0,0,1,-8,0.73,0
"2234",160,"Argentina",1948,0,0,0,0,0,1,-9,0.806,0
"2235",160,"Argentina",1949,0,0,0,0,0,1,-9,0.806,0
"2236",160,"Argentina",1950,0,0,0,0,0,1,-9,0.806,0
"2237",160,"Argentina",1951,0,0,0,0,0,1,-9,0.806,0
"2238",160,"Argentina",1952,1,1,0,0,0,1,-9,0.806,0
"2239",160,"Argentina",1953,0,0,0,0,0,1,-9,0.806,0
"2240",160,"Argentina",1954,0,0,0,0,0,1,-9,0.806,0
"2241",160,"Argentina",1957,0,0,0,0,0,1,-1,0.611,0
"2242",160,"Argentina",1958,0,0,0,0,0,1,-1,0.634,0
"2243",160,"Argentina",1959,0,0,0,0,0,1,-1,0.792,0
"2244",160,"Argentina",1960,1,1,0,0,0,1,-1,0.792,0
"2245",160,"Argentina",1961,0,0,0,0,0,1,-1,0.792,0
"2246",160,"Argentina",1962,0,0,0,0,0,1,-1,0.792,0
"2247",160,"Argentina",1963,1,1,0,0,0,1,-1,0.606,0
"2248",160,"Argentina",1964,1,0,1,0,0,1,-1,0.783,0
"2249",160,"Argentina",1965,0,0,0,0,0,1,-1,0.783,0
"2250",160,"Argentina",1966,0,0,0,0,0,1,-9,0.796,0
"2251",160,"Argentina",1967,0,0,0,0,0,1,-9,0.713,0
"2252",160,"Argentina",1968,1,0,0,0,0,1,-9,0.713,0
"2253",160,"Argentina",1969,1,0,1,0,0,1,-9,0.713,0
"2254",160,"Argentina",1970,0,0,0,0,0,1,-9,0.713,0
"2255",160,"Argentina",1971,0,0,0,0,0,1,-9,0.713,0
"2256",160,"Argentina",1972,0,0,0,0,0,1,-9,0.713,0
"2257",160,"Argentina",1973,0,0,0,0,1,0,6,0.713,0
"2258",160,"Argentina",1974,0,0,0,0,1,0,6,0.774,0
"2259",160,"Argentina",1975,0,0,0,0,1,0,6,0.774,0
"2260",160,"Argentina",1976,1,0,1,0,0,1,-9,0.445,0
"2261",160,"Argentina",1977,1,0,0,0,0,1,-9,0.445,0
"2262",160,"Argentina",1978,1,1,0,0,0,1,-9,0.445,0
"2263",160,"Argentina",1979,0,0,0,0,0,1,-9,0.445,0
"2264",160,"Argentina",1980,0,0,0,0,0,1,-9,0.445,0
"2265",160,"Argentina",1981,0,0,0,0,0,1,-8,0.445,0
"2266",160,"Argentina",1982,1,0,1,0,0,1,-8,0.445,0
"2267",160,"Argentina",1983,2,1,1,0,1,0,8,0.721,0
"2268",160,"Argentina",1984,1,1,0,0,1,0,8,0.89,0
"2269",160,"Argentina",1985,0,0,0,0,1,0,8,0.89,0
"2270",160,"Argentina",1986,1,1,0,0,1,0,8,0.89,0
"2271",160,"Argentina",1987,0,0,0,0,1,0,8,0.89,0
"2272",160,"Argentina",1988,0,0,0,0,1,0,8,0.89,0
"2273",160,"Argentina",1989,0,0,0,0,1,0,7,0.89,0
"2274",160,"Argentina",1990,0,0,0,0,1,0,7,0.89,0
"2275",160,"Argentina",1991,0,0,0,0,1,0,7,0.855,0
"2276",160,"Argentina",1992,0,0,0,0,1,0,7,0.855,0
"2277",160,"Argentina",1993,1,1,0,0,1,0,7,0.855,0
"2278",160,"Argentina",1994,0,0,0,0,1,0,7,0.855,0
"2279",160,"Argentina",1995,0,0,0,0,1,0,7,0.855,0
"2280",160,"Argentina",1996,0,0,0,0,1,0,7,0.855,0
"2281",160,"Argentina",1997,0,0,0,0,1,0,7,0.855,0
